,img_path,label,type,pred,error
69,train_data/70.png,9,2,9,0
70,train_data/71.png,8,3,6,2
71,train_data/72.png,6,1,6,0
72,train_data/73.png,7,1,6,1
73,train_data/74.png,8,1,8,0
74,train_data/75.png,7,3,4,3
75,train_data/76.png,9,3,7,2
76,train_data/77.png,5,1,5,0
77,train_data/78.png,8,2,8,0
78,train_data/79.png,4,1,4,0
79,train_data/80.png,5,1,4,1
80,train_data/81.png,7,2,8,-1
81,train_data/82.png,6,1,5,1
82,train_data/83.png,0,3,0,0
83,train_data/84.png,1,2,1,0
84,train_data/85.png,2,3,1,1
85,train_data/86.png,3,1,3,0
86,train_data/87.png,4,1,4,0
87,train_data/88.png,2,3,1,1
88,train_data/89.png,9,2,7,2
89,train_data/90.png,1,3,0,1
90,train_data/91.png,4,2,4,0
91,train_data/92.png,8,3,4,4
92,train_data/93.png,0,2,0,0
93,train_data/94.png,6,2,6,0
94,train_data/95.png,6,1,6,0
95,train_data/96.png,7,3,7,0
96,train_data/97.png,1,1,1,0
97,train_data/98.png,5,2,5,0
98,train_data/99.png,3,3,2,1
99,train_data/100.png,7,2,6,1
100,train_data/101.png,1,1,1,0
101,train_data/102.png,1,2,1,0
102,train_data/103.png,9,1,9,0
103,train_data/104.png,6,1,6,0
104,train_data/105.png,5,1,5,0
105,train_data/106.png,8,1,8,0
106,train_data/107.png,9,3,7,2
107,train_data/108.png,1,2,1,0
108,train_data/109.png,5,2,5,0
109,train_data/110.png,2,1,2,0
110,train_data/111.png,10,1,7,3
111,train_data/112.png,4,1,4,0
112,train_data/113.png,6,1,6,0
113,train_data/114.png,4,1,4,0
114,train_data/115.png,6,1,6,0
115,train_data/116.png,6,1,6,0
116,train_data/117.png,2,3,2,0
117,train_data/118.png,3,3,2,1
118,train_data/119.png,3,2,3,0
119,train_data/120.png,8,1,7,1
120,train_data/121.png,5,2,4,1
121,train_data/122.png,4,1,4,0
122,train_data/123.png,5,1,4,1
123,train_data/124.png,5,2,5,0
124,train_data/125.png,5,2,5,0
125,train_data/126.png,0,3,0,0
126,train_data/127.png,4,3,2,2
127,train_data/128.png,4,2,4,0
128,train_data/129.png,0,3,0,0
129,train_data/130.png,3,2,3,0
130,train_data/131.png,2,1,1,1
131,train_data/132.png,0,2,0,0
132,train_data/133.png,3,2,3,0
133,train_data/134.png,4,3,4,0
134,train_data/135.png,9,3,8,1
135,train_data/136.png,2,3,2,0
136,train_data/137.png,2,2,2,0
137,train_data/138.png,8,2,8,0
138,train_data/139.png,1,2,1,0
139,train_data/140.png,10,1,10,0
140,train_data/141.png,10,1,9,1
141,train_data/142.png,7,2,7,0
142,train_data/143.png,4,2,3,1
143,train_data/144.png,3,2,3,0
144,train_data/145.png,4,1,4,0
145,train_data/146.png,0,2,0,0
146,train_data/147.png,1,1,1,0
147,train_data/148.png,8,3,5,3
148,train_data/149.png,3,3,2,1
149,train_data/150.png,3,2,3,0
150,train_data/151.png,7,3,6,1
151,train_data/152.png,5,1,5,0
152,train_data/153.png,6,2,6,0
153,train_data/154.png,2,1,2,0
154,train_data/155.png,3,2,2,1
155,train_data/156.png,2,3,2,0
156,train_data/157.png,8,1,8,0
157,train_data/158.png,6,2,6,0
158,train_data/159.png,3,2,3,0
159,train_data/160.png,7,2,6,1
160,train_data/161.png,3,2,3,0
161,train_data/162.png,9,1,9,0
162,train_data/163.png,3,2,3,0
163,train_data/164.png,2,3,0,2
164,train_data/165.png,6,3,3,3
165,train_data/166.png,10,1,9,1
166,train_data/167.png,10,2,9,1
167,train_data/168.png,5,1,5,0
168,train_data/169.png,8,2,8,0
169,train_data/170.png,2,1,2,0
170,train_data/171.png,8,1,8,0
171,train_data/172.png,5,2,5,0
172,train_data/173.png,4,3,4,0
173,train_data/174.png,2,3,2,0
174,train_data/175.png,3,3,2,1
175,train_data/176.png,10,3,9,1
176,train_data/177.png,6,2,6,0
177,train_data/178.png,1,2,1,0
178,train_data/179.png,5,2,6,-1
179,train_data/180.png,3,2,2,1
180,train_data/181.png,2,3,1,1
181,train_data/182.png,4,3,3,1
182,train_data/183.png,7,2,7,0
183,train_data/184.png,7,2,7,0
184,train_data/185.png,6,1,6,0
185,train_data/186.png,5,1,5,0
186,train_data/187.png,5,1,5,0
187,train_data/188.png,5,3,5,0
188,train_data/189.png,10,3,8,2
189,train_data/190.png,4,3,3,1
190,train_data/191.png,4,2,3,1
191,train_data/192.png,1,3,0,1
192,train_data/193.png,2,2,2,0
193,train_data/194.png,2,1,2,0
194,train_data/195.png,4,2,4,0
195,train_data/196.png,9,3,8,1
196,train_data/197.png,1,2,1,0
197,train_data/198.png,5,3,3,2
198,train_data/199.png,5,3,4,1
199,train_data/200.png,4,1,4,0
200,train_data/201.png,7,1,7,0
201,train_data/202.png,4,1,4,0
202,train_data/203.png,1,3,1,0
203,train_data/204.png,1,1,1,0
204,train_data/205.png,3,1,3,0
205,train_data/206.png,8,2,7,1
206,train_data/207.png,10,1,10,0
207,train_data/208.png,0,3,0,0
208,train_data/209.png,6,1,5,1
209,train_data/210.png,2,3,1,1
210,train_data/211.png,2,3,1,1
211,train_data/212.png,1,1,1,0
212,train_data/213.png,4,1,4,0
213,train_data/214.png,9,2,9,0
214,train_data/215.png,3,2,3,0
215,train_data/216.png,8,1,7,1
216,train_data/217.png,10,2,9,1
217,train_data/218.png,4,2,4,0
218,train_data/219.png,3,1,3,0
219,train_data/220.png,10,3,8,2
220,train_data/221.png,9,1,9,0
221,train_data/222.png,9,2,8,1
222,train_data/223.png,2,2,2,0
223,train_data/224.png,8,1,8,0
224,train_data/225.png,5,1,5,0
225,train_data/226.png,5,1,4,1
226,train_data/227.png,10,1,9,1
227,train_data/228.png,8,3,5,3
228,train_data/229.png,3,1,3,0
229,train_data/230.png,4,2,4,0
230,train_data/231.png,5,2,5,0
231,train_data/232.png,10,2,9,1
232,train_data/233.png,2,3,2,0
233,train_data/234.png,1,3,1,0
234,train_data/235.png,5,3,4,1
235,train_data/236.png,5,3,4,1
236,train_data/237.png,7,2,6,1
237,train_data/238.png,5,2,5,0
238,train_data/239.png,1,3,1,0
239,train_data/240.png,1,1,1,0
240,train_data/241.png,7,3,6,1
241,train_data/242.png,1,2,1,0
242,train_data/243.png,10,1,10,0
243,train_data/244.png,9,1,9,0
244,train_data/245.png,6,3,4,2
245,train_data/246.png,7,3,5,2
246,train_data/247.png,7,2,6,1
247,train_data/248.png,4,1,4,0
248,train_data/249.png,3,3,2,1
249,train_data/250.png,9,2,9,0
250,train_data/251.png,0,2,0,0
251,train_data/252.png,2,3,2,0
252,train_data/253.png,6,1,5,1
253,train_data/254.png,9,1,9,0
254,train_data/255.png,1,1,1,0
255,train_data/256.png,9,3,9,0
256,train_data/257.png,1,1,1,0
257,train_data/258.png,6,1,6,0
258,train_data/259.png,7,3,4,3
259,train_data/260.png,4,3,4,0
260,train_data/261.png,1,3,1,0
261,train_data/262.png,10,2,10,0
262,train_data/263.png,1,1,1,0
263,train_data/264.png,8,1,8,0
264,train_data/265.png,2,3,0,2
265,train_data/266.png,1,2,1,0
266,train_data/267.png,0,2,0,0
267,train_data/268.png,7,1,7,0
268,train_data/269.png,8,1,7,1
269,train_data/270.png,9,3,8,1
270,train_data/271.png,3,2,3,0
271,train_data/272.png,5,2,5,0
272,train_data/273.png,4,1,4,0
273,train_data/274.png,8,1,8,0
274,train_data/275.png,2,3,2,0
275,train_data/276.png,4,2,4,0
276,train_data/277.png,9,3,7,2
277,train_data/278.png,8,2,8,0
278,train_data/279.png,6,2,5,1
279,train_data/280.png,1,1,1,0
280,train_data/281.png,1,1,1,0
281,train_data/282.png,6,2,5,1
282,train_data/283.png,4,3,4,0
283,train_data/284.png,8,2,8,0
284,train_data/285.png,5,1,5,0
285,train_data/286.png,2,3,2,0
286,train_data/287.png,9,2,8,1
287,train_data/288.png,9,2,8,1
288,train_data/289.png,6,3,5,1
289,train_data/290.png,3,2,3,0
290,train_data/291.png,0,2,0,0
291,train_data/292.png,9,1,9,0
292,train_data/293.png,3,1,3,0
293,train_data/294.png,9,3,7,2
294,train_data/295.png,5,1,5,0
295,train_data/296.png,8,2,7,1
296,train_data/297.png,10,2,10,0
297,train_data/298.png,0,2,0,0
298,train_data/299.png,2,1,2,0
299,train_data/300.png,5,3,2,3
300,train_data/301.png,1,1,1,0
301,train_data/302.png,6,3,5,1
302,train_data/303.png,6,3,7,-1
303,train_data/304.png,5,2,5,0
304,train_data/305.png,9,2,8,1
305,train_data/306.png,7,3,3,4
306,train_data/307.png,9,3,8,1
307,train_data/308.png,10,1,9,1
308,train_data/309.png,5,3,5,0
309,train_data/310.png,7,1,7,0
310,train_data/311.png,4,3,3,1
311,train_data/312.png,0,3,0,0
312,train_data/313.png,10,1,10,0
313,train_data/314.png,9,1,6,3
314,train_data/315.png,8,1,8,0
315,train_data/316.png,9,3,8,1
316,train_data/317.png,4,2,4,0
317,train_data/318.png,6,1,6,0
318,train_data/319.png,2,1,2,0
319,train_data/320.png,3,1,3,0
320,train_data/321.png,8,1,8,0
321,train_data/322.png,10,3,7,3
322,train_data/323.png,4,3,3,1
323,train_data/324.png,4,2,3,1
324,train_data/325.png,7,2,7,0
325,train_data/326.png,7,1,7,0
326,train_data/327.png,9,3,6,3
327,train_data/328.png,4,2,4,0
328,train_data/329.png,1,1,1,0
329,train_data/330.png,3,1,3,0
330,train_data/331.png,4,3,4,0
331,train_data/332.png,8,1,6,2
332,train_data/333.png,5,3,3,2
333,train_data/334.png,10,1,10,0
334,train_data/335.png,10,1,9,1
335,train_data/336.png,10,1,9,1
336,train_data/337.png,4,3,2,2
337,train_data/338.png,10,2,10,0
338,train_data/339.png,6,1,6,0
339,train_data/340.png,2,1,2,0
340,train_data/341.png,3,1,3,0
341,train_data/342.png,7,3,7,0
342,train_data/343.png,6,3,7,-1
343,train_data/344.png,8,1,8,0
344,train_data/345.png,2,3,1,1
345,train_data/346.png,3,2,3,0
346,train_data/347.png,6,2,5,1
347,train_data/348.png,6,3,3,3
348,train_data/349.png,7,3,7,0
349,train_data/350.png,6,2,5,1
350,train_data/351.png,4,3,5,-1
351,train_data/352.png,8,3,9,-1
352,train_data/353.png,7,3,6,1
353,train_data/354.png,3,3,2,1
354,train_data/355.png,10,1,9,1
355,train_data/356.png,8,3,6,2
356,train_data/357.png,6,3,4,2
357,train_data/358.png,5,2,5,0
358,train_data/359.png,8,2,7,1
359,train_data/360.png,6,1,5,1
360,train_data/361.png,9,3,9,0
361,train_data/362.png,7,2,6,1
362,train_data/363.png,9,2,9,0
363,train_data/364.png,2,3,2,0
364,train_data/365.png,6,1,6,0
365,train_data/366.png,2,2,2,0
366,train_data/367.png,2,2,2,0
367,train_data/368.png,2,2,2,0
368,train_data/369.png,6,3,4,2
369,train_data/370.png,1,2,1,0
370,train_data/371.png,2,1,2,0
371,train_data/372.png,7,1,7,0
372,train_data/373.png,3,1,3,0
373,train_data/374.png,6,3,5,1
374,train_data/375.png,4,2,4,0
375,train_data/376.png,10,1,10,0
376,train_data/377.png,1,1,1,0
377,train_data/378.png,1,1,1,0
378,train_data/379.png,2,1,2,0
379,train_data/380.png,9,3,7,2
380,train_data/381.png,4,1,4,0
381,train_data/382.png,6,1,6,0
382,train_data/383.png,1,3,0,1
383,train_data/384.png,6,1,6,0
384,train_data/385.png,4,2,4,0
385,train_data/386.png,4,3,2,2
386,train_data/387.png,3,2,3,0
387,train_data/388.png,3,2,3,0
388,train_data/389.png,3,1,3,0
389,train_data/390.png,3,3,2,1
390,train_data/391.png,5,3,3,2
391,train_data/392.png,3,1,3,0
392,train_data/393.png,2,3,2,0
393,train_data/394.png,6,1,6,0
394,train_data/395.png,2,2,2,0
395,train_data/396.png,3,3,3,0
396,train_data/397.png,1,3,1,0
397,train_data/398.png,3,2,3,0
398,train_data/399.png,4,2,4,0
399,train_data/400.png,0,2,0,0
400,train_data/401.png,8,3,6,2
401,train_data/402.png,7,3,7,0
402,train_data/403.png,6,3,3,3
403,train_data/404.png,10,2,9,1
404,train_data/405.png,10,2,10,0
405,train_data/406.png,8,1,7,1
406,train_data/407.png,5,3,3,2
407,train_data/408.png,6,3,5,1
408,train_data/409.png,6,2,6,0
409,train_data/410.png,5,1,4,1
410,train_data/411.png,8,2,8,0
411,train_data/412.png,2,3,2,0
412,train_data/413.png,3,2,2,1
413,train_data/414.png,7,3,4,3
414,train_data/415.png,3,1,3,0
415,train_data/416.png,4,3,2,2
416,train_data/417.png,9,1,9,0
417,train_data/418.png,9,1,9,0
418,train_data/419.png,5,1,5,0
419,train_data/420.png,2,1,2,0
420,train_data/421.png,2,1,2,0
421,train_data/422.png,8,1,8,0
422,train_data/423.png,10,1,8,2
423,train_data/424.png,5,1,5,0
424,train_data/425.png,6,2,6,0
425,train_data/426.png,4,1,4,0
426,train_data/427.png,9,2,9,0
427,train_data/428.png,4,1,4,0
428,train_data/429.png,10,2,9,1
429,train_data/430.png,5,1,4,1
430,train_data/431.png,6,3,5,1
431,train_data/432.png,0,2,0,0
432,train_data/433.png,6,3,5,1
433,train_data/434.png,6,3,4,2
434,train_data/435.png,1,2,1,0
435,train_data/436.png,2,3,1,1
436,train_data/437.png,6,3,2,4
437,train_data/438.png,9,1,7,2
438,train_data/439.png,7,1,7,0
439,train_data/440.png,10,3,10,0
440,train_data/441.png,9,3,8,1
441,train_data/442.png,8,2,6,2
442,train_data/443.png,9,3,9,0
443,train_data/444.png,2,2,1,1
444,train_data/445.png,2,3,0,2
445,train_data/446.png,2,2,2,0
446,train_data/447.png,9,1,9,0
447,train_data/448.png,2,3,1,1
448,train_data/449.png,5,2,5,0
449,train_data/450.png,4,1,4,0
450,train_data/451.png,10,3,6,4
451,train_data/452.png,3,3,2,1
452,train_data/453.png,7,1,6,1
453,train_data/454.png,5,2,4,1
454,train_data/455.png,5,3,5,0
455,train_data/456.png,1,2,1,0
456,train_data/457.png,4,1,3,1
457,train_data/458.png,10,2,10,0
458,train_data/459.png,10,3,5,5
459,train_data/460.png,5,1,5,0
460,train_data/461.png,2,3,1,1
461,train_data/462.png,1,2,1,0
462,train_data/463.png,1,2,1,0
463,train_data/464.png,3,1,3,0
464,train_data/465.png,9,1,8,1
465,train_data/466.png,1,1,1,0
466,train_data/467.png,2,3,2,0
467,train_data/468.png,5,2,5,0
468,train_data/469.png,8,2,7,1
469,train_data/470.png,6,1,6,0
470,train_data/471.png,1,2,1,0
471,train_data/472.png,7,1,7,0
472,train_data/473.png,2,2,2,0
473,train_data/474.png,10,2,10,0
474,train_data/475.png,3,1,3,0
475,train_data/476.png,7,1,6,1
476,train_data/477.png,2,1,2,0
477,train_data/478.png,5,2,5,0
478,train_data/479.png,10,3,9,1
479,train_data/480.png,4,1,4,0
480,train_data/481.png,8,3,7,1
481,train_data/482.png,10,3,10,0
482,train_data/483.png,4,1,4,0
483,train_data/484.png,7,2,7,0
484,train_data/485.png,3,2,3,0
485,train_data/486.png,4,2,4,0
486,train_data/487.png,5,3,3,2
487,train_data/488.png,5,3,2,3
488,train_data/489.png,8,1,9,-1
489,train_data/490.png,5,3,5,0
490,train_data/491.png,2,3,2,0
491,train_data/492.png,2,2,2,0
492,train_data/493.png,9,3,10,-1
493,train_data/494.png,8,1,8,0
494,train_data/495.png,5,2,4,1
495,train_data/496.png,5,3,5,0
496,train_data/497.png,8,2,6,2
497,train_data/498.png,1,3,1,0
498,train_data/499.png,2,2,2,0
499,train_data/500.png,3,2,3,0
500,train_data/501.png,9,3,6,3
501,train_data/502.png,2,2,2,0
502,train_data/503.png,0,2,0,0
503,train_data/504.png,1,3,1,0
504,train_data/505.png,1,3,1,0
505,train_data/506.png,7,2,8,-1
506,train_data/507.png,8,3,7,1
507,train_data/508.png,9,1,9,0
508,train_data/509.png,3,2,3,0
509,train_data/510.png,2,3,1,1
510,train_data/511.png,9,3,7,2
511,train_data/512.png,8,1,8,0
512,train_data/513.png,2,1,2,0
513,train_data/514.png,7,3,6,1
514,train_data/515.png,8,3,8,0
515,train_data/516.png,2,3,2,0
516,train_data/517.png,9,3,9,0
517,train_data/518.png,3,1,3,0
518,train_data/519.png,10,2,7,3
519,train_data/520.png,9,2,9,0
520,train_data/521.png,6,1,6,0
521,train_data/522.png,6,1,6,0
522,train_data/523.png,8,2,6,2
523,train_data/524.png,7,1,7,0
524,train_data/525.png,9,1,9,0
525,train_data/526.png,1,1,1,0
526,train_data/527.png,7,3,8,-1
527,train_data/528.png,7,2,5,2
528,train_data/529.png,6,3,4,2
529,train_data/530.png,7,1,6,1
530,train_data/531.png,5,1,5,0
531,train_data/532.png,6,3,6,0
532,train_data/533.png,2,1,2,0
533,train_data/534.png,8,1,8,0
534,train_data/535.png,8,3,6,2
535,train_data/536.png,6,3,6,0
536,train_data/537.png,5,1,5,0
537,train_data/538.png,0,3,0,0
538,train_data/539.png,5,2,5,0
539,train_data/540.png,5,2,4,1
540,train_data/541.png,2,1,2,0
541,train_data/542.png,6,1,6,0
542,train_data/543.png,2,3,2,0
543,train_data/544.png,2,2,2,0
544,train_data/545.png,3,1,3,0
545,train_data/546.png,4,2,5,-1
546,train_data/547.png,3,1,3,0
547,train_data/548.png,8,3,7,1
548,train_data/549.png,2,1,2,0
549,train_data/550.png,8,1,8,0
550,train_data/551.png,5,2,5,0
551,train_data/552.png,2,3,1,1
552,train_data/553.png,2,2,2,0
553,train_data/554.png,4,3,3,1
554,train_data/555.png,4,1,4,0
555,train_data/556.png,6,2,5,1
556,train_data/557.png,0,2,0,0
557,train_data/558.png,3,1,3,0
558,train_data/559.png,7,1,7,0
559,train_data/560.png,9,1,7,2
560,train_data/561.png,8,3,5,3
561,train_data/562.png,4,2,3,1
562,train_data/563.png,7,1,7,0
563,train_data/564.png,5,3,4,1
564,train_data/565.png,5,3,4,1
565,train_data/566.png,10,1,10,0
566,train_data/567.png,8,2,6,2
567,train_data/568.png,7,2,6,1
568,train_data/569.png,9,1,9,0
569,train_data/570.png,9,2,9,0
570,train_data/571.png,2,2,2,0
571,train_data/572.png,8,2,7,1
572,train_data/573.png,3,1,3,0
573,train_data/574.png,7,3,7,0
574,train_data/575.png,4,3,4,0
575,train_data/576.png,7,3,6,1
576,train_data/577.png,6,3,3,3
577,train_data/578.png,5,2,5,0
578,train_data/579.png,7,2,7,0
579,train_data/580.png,7,2,7,0
580,train_data/581.png,6,3,5,1
581,train_data/582.png,9,2,8,1
582,train_data/583.png,3,1,3,0
583,train_data/584.png,7,3,6,1
584,train_data/585.png,1,2,1,0
585,train_data/586.png,6,2,5,1
586,train_data/587.png,2,2,2,0
587,train_data/588.png,5,3,4,1
588,train_data/589.png,1,3,1,0
589,train_data/590.png,5,2,5,0
590,train_data/591.png,9,1,9,0
591,train_data/592.png,7,1,7,0
592,train_data/593.png,3,2,2,1
593,train_data/594.png,7,2,7,0
594,train_data/595.png,5,3,2,3
595,train_data/596.png,2,2,2,0
596,train_data/597.png,5,1,4,1
597,train_data/598.png,1,3,1,0
598,train_data/599.png,5,2,2,3
599,train_data/600.png,5,2,4,1
600,train_data/601.png,6,2,6,0
601,train_data/602.png,1,1,1,0
602,train_data/603.png,8,3,5,3
603,train_data/604.png,6,3,5,1
604,train_data/605.png,5,3,4,1
605,train_data/606.png,3,2,3,0
606,train_data/607.png,3,3,3,0
607,train_data/608.png,3,2,3,0
608,train_data/609.png,3,1,3,0
609,train_data/610.png,4,2,4,0
610,train_data/611.png,6,1,6,0
611,train_data/612.png,10,1,9,1
612,train_data/613.png,4,3,3,1
613,train_data/614.png,1,1,1,0
614,train_data/615.png,3,1,3,0
615,train_data/616.png,6,2,6,0
616,train_data/617.png,8,1,8,0
617,train_data/618.png,6,2,6,0
618,train_data/619.png,3,2,3,0
619,train_data/620.png,9,3,9,0
620,train_data/621.png,6,2,6,0
621,train_data/622.png,4,2,4,0
622,train_data/623.png,3,1,2,1
623,train_data/624.png,1,1,1,0
624,train_data/625.png,10,1,10,0
625,train_data/626.png,1,1,1,0
626,train_data/627.png,2,1,2,0
627,train_data/628.png,7,3,7,0
628,train_data/629.png,2,3,1,1
629,train_data/630.png,4,1,5,-1
630,train_data/631.png,7,1,7,0
631,train_data/632.png,3,1,3,0
632,train_data/633.png,8,3,8,0
633,train_data/634.png,4,3,4,0
634,train_data/635.png,9,2,9,0
635,train_data/636.png,3,3,3,0
636,train_data/637.png,10,3,9,1
637,train_data/638.png,6,1,6,0
638,train_data/639.png,9,2,9,0
639,train_data/640.png,10,1,10,0
640,train_data/641.png,10,3,8,2
641,train_data/642.png,1,1,1,0
642,train_data/643.png,10,3,7,3
643,train_data/644.png,6,1,5,1
644,train_data/645.png,6,2,5,1
645,train_data/646.png,5,2,5,0
646,train_data/647.png,5,3,4,1
647,train_data/648.png,8,1,7,1
648,train_data/649.png,5,2,5,0
649,train_data/650.png,10,2,8,2
650,train_data/651.png,2,1,2,0
651,train_data/652.png,5,3,4,1
652,train_data/653.png,1,2,1,0
653,train_data/654.png,6,2,6,0
654,train_data/655.png,1,2,1,0
655,train_data/656.png,9,2,9,0
656,train_data/657.png,2,2,2,0
657,train_data/658.png,4,1,4,0
658,train_data/659.png,10,1,10,0
659,train_data/660.png,7,2,7,0
660,train_data/661.png,4,3,3,1
661,train_data/662.png,1,3,1,0
662,train_data/663.png,1,1,1,0
663,train_data/664.png,6,2,6,0
664,train_data/665.png,3,1,3,0
665,train_data/666.png,3,3,3,0
666,train_data/667.png,0,2,0,0
667,train_data/668.png,6,2,6,0
668,train_data/669.png,7,1,7,0
669,train_data/670.png,6,1,6,0
670,train_data/671.png,3,2,3,0
671,train_data/672.png,2,1,2,0
672,train_data/673.png,7,1,7,0
673,train_data/674.png,2,2,1,1
674,train_data/675.png,5,3,4,1
675,train_data/676.png,7,2,6,1
676,train_data/677.png,1,1,1,0
677,train_data/678.png,9,1,9,0
678,train_data/679.png,4,3,4,0
679,train_data/680.png,4,1,4,0
680,train_data/681.png,10,2,10,0
681,train_data/682.png,9,3,9,0
682,train_data/683.png,4,3,4,0
683,train_data/684.png,7,2,7,0
684,train_data/685.png,4,2,4,0
685,train_data/686.png,6,3,4,2
686,train_data/687.png,4,2,5,-1
687,train_data/688.png,9,1,8,1
688,train_data/689.png,1,2,1,0
689,train_data/690.png,9,1,8,1
690,train_data/691.png,0,3,0,0
691,train_data/692.png,4,2,4,0
692,train_data/693.png,6,3,4,2
693,train_data/694.png,9,2,9,0
694,train_data/695.png,5,1,5,0
695,train_data/696.png,7,1,7,0
696,train_data/697.png,3,1,3,0
697,train_data/698.png,2,1,2,0
698,train_data/699.png,1,2,1,0
699,train_data/700.png,7,2,7,0
700,train_data/701.png,5,2,5,0
701,train_data/702.png,5,2,5,0
702,train_data/703.png,6,1,6,0
703,train_data/704.png,6,1,6,0
704,train_data/705.png,8,1,7,1
705,train_data/706.png,3,3,3,0
706,train_data/707.png,6,1,5,1
707,train_data/708.png,9,3,8,1
708,train_data/709.png,6,2,6,0
709,train_data/710.png,9,2,9,0
710,train_data/711.png,5,1,5,0
711,train_data/712.png,8,1,8,0
712,train_data/713.png,1,2,1,0
713,train_data/714.png,9,3,9,0
714,train_data/715.png,2,1,2,0
715,train_data/716.png,2,2,2,0
716,train_data/717.png,2,1,2,0
717,train_data/718.png,3,3,3,0
718,train_data/719.png,5,3,4,1
719,train_data/720.png,3,3,2,1
720,train_data/721.png,6,1,6,0
721,train_data/722.png,9,3,8,1
722,train_data/723.png,1,2,1,0
723,train_data/724.png,2,3,2,0
724,train_data/725.png,8,2,8,0
725,train_data/726.png,1,2,2,-1
726,train_data/727.png,9,2,6,3
727,train_data/728.png,7,3,6,1
728,train_data/729.png,9,2,9,0
729,train_data/730.png,7,2,7,0
730,train_data/731.png,8,3,9,-1
731,train_data/732.png,7,3,4,3
732,train_data/733.png,2,2,2,0
733,train_data/734.png,5,2,5,0
734,train_data/735.png,5,3,4,1
735,train_data/736.png,10,1,10,0
736,train_data/737.png,8,1,6,2
737,train_data/738.png,0,3,0,0
738,train_data/739.png,6,1,6,0
739,train_data/740.png,3,3,3,0
740,train_data/741.png,9,1,7,2
741,train_data/742.png,5,1,4,1
742,train_data/743.png,10,1,10,0
743,train_data/744.png,2,1,2,0
744,train_data/745.png,2,1,1,1
745,train_data/746.png,8,2,7,1
746,train_data/747.png,4,3,3,1
747,train_data/748.png,7,3,7,0
748,train_data/749.png,1,3,1,0
749,train_data/750.png,3,3,3,0
750,train_data/751.png,7,3,4,3
751,train_data/752.png,1,1,1,0
752,train_data/753.png,8,1,8,0
753,train_data/754.png,10,3,10,0
754,train_data/755.png,6,1,6,0
755,train_data/756.png,3,3,2,1
756,train_data/757.png,4,2,4,0
757,train_data/758.png,9,1,9,0
758,train_data/759.png,6,1,6,0
759,train_data/760.png,1,2,1,0
760,train_data/761.png,9,1,8,1
761,train_data/762.png,4,1,4,0
762,train_data/763.png,8,3,8,0
763,train_data/764.png,1,3,1,0
764,train_data/765.png,7,1,6,1
765,train_data/766.png,4,1,4,0
766,train_data/767.png,4,1,4,0
767,train_data/768.png,5,3,3,2
768,train_data/769.png,8,2,8,0
769,train_data/770.png,5,1,3,2
770,train_data/771.png,2,3,2,0
771,train_data/772.png,5,2,4,1
772,train_data/773.png,9,3,5,4
773,train_data/774.png,2,3,1,1
774,train_data/775.png,6,2,5,1
